10089 36421
7254 5103 50118
4104 7307 1
6693 4813 709847
1803 9131 4901588
8019 5424 1249096
118 7312 1
3237 7576 1
7434 3785 3638612
717 7708 1
2303 154 1
9438 10042 98214
608 3242 1
9124 3577 11614
3351 4728 1
9206 4469 1
1959 9190 1
7172 7107 5118060
6315 2849 16672610
271 8196 5291013
1395 6073 96023
8152 5687 1
8050 1211 27391
6717 7376 6715606
9490 2840 8097311
3072 7425 701068
4121 4349 5206
2715 9614 27408
1762 543 1
8091 2791 1
6150 6277 1
3392 5620 1
8275 3345 74228
8700 4497 9116382
3306 2874 6966968
5497 5955 12731890
5581 4297 7431657
2066 7525 83739
9206 5584 1
8409 267 1
4968 1029 1
2962 9205 14536978
9162 5156 34823
5969 2572 1
5603 7744 1
6700 8294 1
7843 1445 34277
4776 363 7547408
1498 8017 8506382
6597 7031 78846
5142 4131 3582161
5728 5457 93594
4996 7126 3589781
6103 4285 26746
7271 9285 3252876
1540 332 1564506
8301 761 24549
3965 2876 1
8780 8057 1
535 8881 347467
1995 2558 20767
547 2559 2496033
8019 3716 8040
7815 3590 14311618
5987 1007 1
1818 666 3902674
163 565 77440
8955 1884 3840458
1251 1116 1
463 4253 44629
9484 3244 38100
4745 3958 3157685
5065 7814 347219
2667 5960 1
2759 5408 51083
1717 8336 9365180
6263 176 1
5860 4686 4139383
3949 1910 23214
6935 6262 3035
4831 7338 47296
9603 8967 4309930
2870 5464 1
6278 2612 1450584
9551 423 11969234
5735 3695 2451015
2773 123 16682877
3953 9181 8417041
950 441 81457
3738 7523 5027
9455 1651 75493
5487 706 3960
4067 5939 1
1141 1617 1
3215 2498 1396171
5563 2344 13630805
529 7285 56341
1770 3387 16098880
3531 9297 23805
4830 749 1
7131 6896 10503269
3340 6543 1
3495 9315 63790
2380 571 1
448 8594 1
2865 6424 34013
8256 5766 16843
1675 1562 14449979
1001 8210 8329418
7395 8949 1
4967 7163 671289
1581 3560 1
1387 4350 5485862
6502 2037 3736
5631 3425 6408177
6120 7254 9565694
8898 4704 39710
219 135 23988
2776 5771 891282
8091 2807 52113
4178 6126 4190290
7483 6722 6721527
2053 6651 82609
7817 9943 6508168
8126 4057 1
6419 4352 1
1253 2609 1
962 5034 1
3219 5409 1
4095 5223 9118040
3769 740 4567347
5088 1575 1
831 6052 12165
3260 8314 1
4446 7937 12737497
7566 3596 1375603
6884 9445 1
9158 7801 1
8462 2585 10782165
5956 1531 7424708
9992 3327 12972
3716 1238 9867036
4098 4852 3445955
6808 353 1
6300 894 902595
919 5573 2448879
9769 8534 66068
731 8083 10310422
8555 3285 3060770
1642 4011 5180184
3147 7369 27146
216 8180 13442590
2671 2490 2488247
4401 951 1
3428 4977 1
2524 1833 2116155
4352 2772 1
1737 186 73411
550 6707 27139
3013 8659 1
2119 8758 1
8098 9826 32171
8976 7636 4997194
4793 6347 1
8979 3653 39982
7456 3879 10946230
5955 1668 1
5567 2021 1
9010 7273 334908
6669 6806 78121
4449 5785 1
5238 4437 4523863
406 1043 47422
6153 9847 1
336 3945 91384
2302 3489 1
3734 8076 8258319
6654 5033 1347239
4421 6150 5109623
4593 7245 1
6917 7891 13128941
6344 1917 77929
7419 6283 904
737 364 7407140
7390 8711 6239112
9794 3081 2346787
1657 9762 92699
5318 5213 1
34 5165 70354
512 3019 1610548
9593 6601 90351
7633 6480 3784229
1200 7264 16072491
5594 9007 1
1163 2159 1
3392 9056 1
778 6328 1
3589 4411 1983904
2341 2406 1
5795 7754 1
8807 9194 60043
5577 6982 40812
9792 8760 1
9984 2915 5143040
900 2602 1
7998 7288 1
3056 4024 6686
9706 4156 37633
6748 6974 378143
676 2001 1
9811 8566 1
940 1512 308
3196 4052 1
2180 8905 55245
5235 7291 58647
7247 6751 1
1794 5570 1
7885 807 2646023
1416 3732 1
2221 1423 7463693
6533 6579 7945
2263 550 1552361
9869 8542 6649432
8480 3294 2893404
9631 1510 88656
6685 2329 1
5716 6110 1
2979 3759 15785151
1221 8162 16546296
8022 8346 1
5823 2459 1
25 5635 173805
7297 3415 3693941
4216 3052 1621425
4425 6279 1
2135 1341 4739695
8298 7257 1
6628 7919 6353006
7481 6932 11081708
5509 9720 1
7760 8970 1045586
6098 536 11650
5114 3425 1
3064 1248 3107732
7162 36 8768010
5463 6730 1
6505 4600 73451
3914 1368 949396
977 4909 1
5582 831 86709
4918 5338 3746
4506 5066 1
8044 4761 36273
6694 2601 9524
2604 8670 1
5323 8392 70409
3222 2724 2606018
7396 457 17050751
3343 2481 53886
2618 3114 1
4562 1972 34282
9592 8642 76032
340 7817 1
4974 7787 1
1421 2763 1
2423 6815 1
6422 1346 4106228
6542 6181 44516
2549 5162 1321869
3842 6510 1
2966 889 55290
31 845 1
2363 2282 82308
1183 4934 1
2260 3204 82162
242 1815 27060
8976 9848 8493525
9270 1500 1
1514 4693 1
9970 8999 21298
6948 1146 3975978
6322 9372 136128
1067 859 97162
3494 2199 2984742
4829 5892 1
6546 4942 1
6501 2181 1
5066 9236 1
8818 4267 39740
3857 7732 5030278
7539 3170 68719
57 1527 1
8825 19 1
886 4967 9606
5931 557 1
9028 1722 40288
9322 3671 11459
2521 4369 58264
2316 3821 8792656
2968 6329 76071
3942 9960 70350
5506 4692 13551003
721 1708 98735
2343 9871 1
8679 785 5860946
2084 6393 7393
9283 5353 3085222
8006 7491 1
905 675 169351
6215 4348 1
531 520 5309944
7042 1328 6870345
4722 4078 1
6069 4069 19030
9344 2399 50219
618 539 27037
5120 7193 1
1456 1661 733587
5124 3873 1002570
7260 8664 71963
2347 7686 1
3253 9026 1
3938 9766 74311
6081 8349 87886
8879 6641 8310088
4818 2361 11464369
5852 9548 1
8594 3236 16072472
6917 9057 1857
1545 8945 7507160
4464 5092 1
9513 359 1
4205 1091 1
7773 58 9553133
2780 1353 1
1202 9584 10565699
9425 8583 78814
5741 7383 12100306
885 430 8722227
7936 9319 1537066
4740 909 1
3386 635 12662
9749 4874 63588
7603 9905 844661
2412 4446 1
1410 484 91804
8592 3924 80581
1284 7083 1
8335 7767 1
2451 5950 1
6470 703 13426781
1165 844 7864122
6541 8226 4276179
8633 2062 1
9959 1333 523902
2855 3662 6185997
9561 9027 12149625
915 5982 371132
8190 1963 50692
8435 4832 1
9860 5114 1
1384 8353 2382333
1578 7578 1
1427 10087 30394
7850 9930 24591
6916 9039 1
1090 2836 15486749
8458 2039 50486
7906 243 1
942 6703 13592085
9928 1791 1
783 4517 10726320
7572 8161 95326
4030 6129 2969421
7077 8581 78850
1576 3503 1
8951 8167 2162692
3310 2579 1
3616 2629 12981092
1873 6476 42270
3717 8734 1
8787 693 97527
3746 8504 2841524
7560 8627 14125
6749 125 1
8644 5713 8966015
9293 4437 1206331
9089 1865 3862364
3436 4531 88343
762 6618 1
4094 3143 3515281
7881 5313 1128
9469 2115 36051
4664 8002 1
5883 1300 1
5894 72 2774015
9836 7214 72783
1441 1016 63081
9210 8859 1
9819 3737 3360951
717 5257 1
4276 1942 5337642
3420 1805 6245663
1579 2298 1
8979 3426 1
5301 8556 9975755
6195 5022 88207
1440 5200 11254072
1362 9219 6453487
9477 1894 51109
5476 309 6808501
6226 516 1
5815 3310 959886
8117 2818 1
3964 712 1
9030 4809 1
4811 3002 2603011
2350 1317 1
3905 1828 1
859 4673 13048275
4429 5773 1
327 1598 1
6979 8180 1
3555 1847 1
8011 5253 41924
9553 4583 11059531
3122 4647 6321239
9226 2258 1
1278 6035 1
8530 6222 1
3725 7012 514981
3611 1861 84332
1059 2000 1
7223 6141 1
2304 5701 2240896
3895 7930 24997
8763 6487 6478361
9284 6034 2991633
6560 8407 28225
8719 824 1
2289 8107 5628782
7403 7658 1
6489 210 9049468
1844 3206 1
5729 730 500232
1586 3241 1
1334 718 1
8021 8801 2036662
6653 3915 5407589
6828 5575 1
8476 3109 1
9669 3601 1
8411 4278 1
2277 1170 1
5588 8340 1102573
4399 1763 1
7982 3447 1854769
9682 7752 1
7428 5787 1
3160 2073 10271492
2116 7069 1
8241 5331 1
8764 9095 1
8547 9340 853131
4851 4512 1
9219 9546 6848041
8718 4800 30007
7243 5879 12386894
8988 6173 1
1090 1438 16833438
9698 3857 78891
115 4157 8484551
6518 8096 15835430
9163 9489 52557
7379 9663 6872002
9771 8214 1
5685 6885 9607315
6363 1583 72532
6571 5027 78803
2661 6191 1
6141 3168 2043769
4897 1694 1
6111 1346 5235673
1698 9332 1
4266 6948 1
2526 9998 1
10039 2951 1
7987 3529 32207
5394 7511 5640
1104 174 388006
2502 7734 4835048
4992 9129 4102721
6798 3465 1
1245 390 3930205
757 9058 1682052
3406 9560 6872638
4641 3628 2658555
2562 7025 4786528
8646 6103 10738601
9062 2242 7870837
7531 9451 7035126
8593 6845 73335
4764 7168 1
9913 9503 53385
4182 8456 10234897
4521 3407 13651102
4001 171 1
9455 9050 7471433
8930 6251 65434
2783 9441 4205181
3755 6625 1
6061 1259 1
6260 3429 1
5784 4993 80955
1135 9207 1
8402 3700 34194
7802 5216 15934471
872 3811 31631
2982 7396 1
300 4759 45152
6473 7626 2018022
7705 2631 1
5636 2031 1
3449 5544 1
6312 4933 94842
5815 9740 1
5701 9768 12256846
6492 2326 1526477
1764 120 721312
1330 6099 85070
115 55 1
8916 1319 1
1029 6438 12463
4202 7893 1
738 9619 1
5548 8373 82602
6671 2227 1779494
9356 4430 1
7863 7382 1
7850 376 2062452
3426 3663 1
8102 6838 6461030
2785 7560 1
6243 1372 1
5699 6795 1
7009 6422 1
9601 4090 521994
4339 3071 12996594
6911 1238 1846321
4379 7321 58985
3768 7370 17336
6592 8238 6705613
8057 4899 7033876
520 1370 992
8529 5311 1
3232 4379 8339808
8650 2077 3466600
397 9989 382748
699 2643 1
2629 9577 1
1726 2710 1
2424 9004 3929935
7226 521 1
7377 7376 2083224
2065 5550 8244464
4258 322 2102624
2658 2588 256431
4450 8897 12179167
2785 2921 35099
8547 1488 1
1854 5984 1
264 9314 91979
8750 8665 1
7174 1544 438170
6449 3887 1
7163 8809 2841521
8535 2723 11457686
3145 2458 78023
5669 2794 77631
717 9984 92557
10084 8088 436917
3462 9669 15420163
5662 1196 7345164
1982 6240 90264
7679 6345 14652
426 3441 70492
8691 4997 17907720
1442 9703 88185
2123 2145 6342255
8489 5461 1974049
2886 3773 80653
2969 8088 83449
3820 6489 1
4201 5029 8776048
7919 3831 1
1499 2149 16368762
10055 2338 1
9146 10062 23251
1338 8788 5916894
3713 9837 5217080
4298 9678 13138691
7468 2815 1
1481 1360 42805
964 1252 61399
6262 7790 1
8598 4777 1152262
5507 3156 11287
9149 2241 1
1788 7801 1
7280 214 8843391
2367 7390 32512
5072 9028 1189678
8217 5567 1
7329 9355 665618
2862 6378 1
4369 7636 1
9695 261 1
253 4474 5311755
5686 8259 4011831
3998 9037 1
4401 2875 9127022
6432 4076 1
1724 9072 113337
6881 5107 1
2170 2992 1
5642 2013 1
1961 4704 1469197
8388 796 1
2933 9657 80138
2616 4434 9883681
1361 7915 76957
5257 8103 829299
441 3852 1
1472 1143 1
5917 4104 1
1201 4996 8009483
3861 1463 8882969
482 5866 74254
9790 9497 1
3223 9244 505660
6607 9019 1394340
4168 8236 1
3626 7500 69339
1840 8561 1
7173 3609 96437
5403 5074 6279038
2890 1996 31386
9978 4103 1
6015 4863 4685
2175 7632 13931636
31 8699 13279418
4968 4065 1
2007 3975 1
9469 7780 63817
9344 2997 583001
3789 9466 151237
299 5280 1
3210 5106 32246
6576 939 59000
9349 5493 1
3789 600 1
9576 393 8142375
5816 4345 1
9036 7271 1212347
5884 5014 1
237 8478 72450
1525 3589 1
8390 1659 1258181
1105 540 7440725
344 3751 6648879
3202 7297 1569639
3503 5611 16040852
9953 5452 1
2343 4223 13400
5099 9902 54110
5581 5930 1
3262 2651 1
7308 9365 1
9200 4763 1
5896 285 3891032
5693 4530 1
7625 8772 1
644 10046 1
700 7682 80768
7833 9385 1
5165 4491 31243
8266 9846 86003
6003 6329 1
205 8926 34091
2514 4059 10482271
3036 9212 4432198
1885 2725 6066235
2684 6208 4796236
545 8226 3007074
5076 3802 1
5646 7214 1
8692 6135 82523
2604 4353 53377
8913 7673 1
1785 9763 1
4811 2647 4851262
9736 7904 1
8595 5413 5409455
7989 2341 1
6602 2088 1
6793 7481 1170547
6605 2328 1
8529 8569 2274865
1670 6762 2280851
6286 2937 7567557
10084 8326 3364
4924 7347 62669
8699 6790 54312
7234 9836 16836
2753 7096 4782280
6190 2684 1
3451 3349 9565656
6629 8820 1
4893 5740 1
8994 8873 4964887
687 87 2144
3453 9650 4134153
8258 6054 78333
4296 5450 1
6782 7156 90204
638 7274 1
6760 2795 92768
44 4955 5671063
532 8444 59293
1409 9511 9134824
5049 6222 12228830
4057 7793 2402133
1518 1603 1755974
3745 1614 5042973
7626 4654 41252
3825 2832 59168
282 4466 6779431
7258 4107 1
1830 9454 15305
2801 75 7174993
5659 2329 1
6267 8032 51120
6945 4302 1
9732 9895 6594849
2219 4959 19941
7760 7272 1
6164 5464 4786581
9311 7304 1
4957 924 9393496
4415 3449 53102
8917 4611 1
319 3692 28656
4293 1194 10721698
5308 3484 9454121
7022 1939 29099
8892 9018 1
5476 4773 4321880
6394 8710 5668747
4903 3922 47367
7896 157 1
1613 754 4550
3046 8939 1
977 665 1
8452 3132 548132
7668 7630 1
227 2017 2297914
6848 4834 9631665
4421 5853 15057712
6476 2368 1
7297 6893 1
7031 5965 42889
4373 8673 9889022
1759 7295 1
9242 7979 3648
8453 1164 9230607
4957 43 7759632
2285 8818 5881
3487 8810 1
5362 3842 1
7086 6468 75706
3570 9362 5479563
9511 9987 1
5186 6210 7868144
3822 6506 62798
3361 6741 3102255
1924 4171 9322488
8398 1723 43131
7519 6825 22315
9769 366 16989404
3544 61 3262484
6087 2712 65252
6847 7013 18946
369 3113 56113
112 2902 1734250
7830 927 5110994
9739 2442 1882497
3341 8015 2732968
9956 7471 1
3165 6730 79024
161 6459 8234655
3526 5355 8606
7928 9753 621894
8266 9765 2111088
8076 6892 4429309
9832 5689 8824254
4587 3799 1
8606 219 1
4110 9908 51021
8408 4733 21691
1531 121 1
2525 6582 1
7145 208 3320841
3288 3008 26035
1514 2620 97485
7307 8634 87124
8673 1503 1
84 7618 6612
7698 4335 6378230
8636 2334 57885
4074 5901 1
3980 5778 1
9900 4365 1
976 1994 40433
1402 1004 59669
535 5405 85940
4144 912 35328
1049 3589 1
1075 5848 11734452
9733 8568 4474691
1382 9424 1
8594 5143 3807999
1858 5587 11875241
2649 2546 1
4764 8077 1
8981 7045 57922
4201 6414 10448803
9919 4245 7280889
6486 6115 2992197
4129 1828 9925151
832 3944 7081932
3066 7833 27138
2009 6705 1
7567 8712 1
9626 5002 12767539
5752 8316 95836
3628 3445 1
3806 896 918240
3670 1516 1185073
5573 4935 9719834
3453 8317 9578
7948 7929 9696108
1826 3043 55115
6085 7817 1
9370 24 11573128
9385 3565 6924376
7068 4066 1310325
1600 954 5296604
4255 5439 9045610
1786 8219 1
9606 7086 1
4580 8810 1
1970 2327 57212
1904 7047 53090
2727 4557 38472
9700 9761 1
5354 3550 1
7933 4383 9458
4160 4930 9934678
9898 1702 5936720
847 6001 51866
537 6007 1
8197 365 39169
5052 9319 1
5096 7277 83865
2619 1628 1521515
2795 5059 7857802
1820 6113 11377502
6612 7233 56384
5852 2343 1
5871 1945 2773589
7040 1830 1
9565 1559 7828068
3231 7038 35993
1066 2193 778331
530 4182 83225
5860 7562 4093440
7234 9692 9494789
912 2507 45591
6220 8574 1
3074 10043 8985905
347 1993 3774977
2715 8677 89876
911 7464 9995
1291 2786 1
9432 3520 1
6573 6972 9786579
8789 4041 1
8695 5837 1
22 4701 64963
8709 4434 7003356
2915 7626 60134
3992 3252 3846285
6805 6980 7092361
9520 8961 1
9014 8292 1
8109 4227 1
7643 4491 1
7299 4335 1
5344 7596 11849849
6689 7066 83124
1497 8872 14297812
4275 1568 6074
8872 8047 1
234 8047 3112964
8396 5629 1
7796 9838 1
701 4464 20833
1586 2383 1
4636 3233 2697720
2680 3333 1
4060 2101 612271
690 3611 16289
6120 9885 1
1887 4497 12732321
8657 562 1
2667 9695 1
9110 5309 1
388 9334 1
9471 3747 84931
7557 1796 1
2992 2586 3424302
915 3012 1
1722 9447 1285877
924 3538 1599072
4166 2969 13530594
5320 6113 12164797
1747 3213 67210
3583 8904 1
435 2845 54825
6331 3348 82187
6261 1952 1
7259 2680 1
7929 6732 61682
4372 6578 10038989
1622 8250 1
2481 204 86448
4906 4055 10314477
2502 6771 5079516
873 4272 1
185 6175 1
4248 6219 1
5009 5462 22186
6261 2375 1
2505 2036 1
9010 1195 8124025
747 8135 743
9312 7169 89728
332 8106 6779128
8739 6477 1
2726 776 3214690
6280 4177 11352154
1653 8901 4765
7701 1904 2733292
5662 270 11372610
2045 1384 9052081
5600 890 4224485
7247 483 2488045
958 2318 591496
6799 9833 1559877
6325 9557 73031
1963 3460 8891
4850 7062 1
5657 581 1319
5128 10054 83599
3121 4958 1
3742 5872 1
3614 5616 54048
4520 1661 1
3525 4333 1
7328 4720 8582059
6931 6152 1
9073 1465 6206773
1962 4003 3107113
7076 510 7344412
7880 1755 1
7037 6804 92517
6849 3658 42610
5679 1922 874870
898 6850 61706
872 3999 19645
6724 7647 1
4543 1760 1
984 1285 1
623 3202 1
3351 4061 1
6441 6229 11677615
3683 7819 8827696
4220 5332 6682152
3374 1699 3653867
9221 5495 1
8370 583 8400
1000 3268 1
2258 5331 807799
9321 5667 1
5157 7004 11514852
2707 135 1
5429 1095 1
921 7561 50305
8411 4314 6346589
7542 3917 1
7213 7912 5836898
3563 1681 1160464
7973 5901 16417937
7750 7870 15581612
3671 575 5573968
127 1857 12481313
9000 4328 78671
8239 8745 1
8449 4906 8022
5497 2362 1
6035 5755 1
4031 8219 6199054
1835 1921 1
9005 709 1
9287 670 4383
3176 3781 87221
4890 901 1
8013 2863 1
2746 956 1
8757 377 1
4576 6192 1
1560 7723 7814209
6634 9221 4069909
2721 2731 1
2354 2826 6338
3343 4714 81323
5875 604 3984988
3636 6725 1
9126 4862 40879
7950 164 668307
1361 1250 82098
1748 738 1
6572 2988 1256743
5361 7022 14248939
4303 91 5605401
5762 364 69410
751 8308 2883029
7545 327 86637
6401 5760 3042590
7293 4218 1
2100 4683 18805
3997 5642 1
7903 2634 68766
7713 8744 2100598
3154 6780 1
2677 2392 1
428 2926 49854
9464 842 1
668 6080 1
5658 92 6186959
8888 1423 4119603
8389 3737 75064
7304 4479 73706
7475 8030 1
6753 9082 93208
9155 9319 1
8613 1339 3339745
4282 6593 1232080
9923 4242 1
1815 6855 1
949 7123 81893
9289 8205 12492496
5377 3158 1
7927 4871 13604939
1143 2057 1
7570 1711 1
7577 6530 1
9672 5149 1
6392 9925 6514440
4533 2062 1
3454 8407 6480561
8539 580 6701502
6290 5593 4740957
4264 6103 13856853
5497 9407 9583287
6880 8571 1
6352 6817 69454
9938 537 9242396
184 5026 1
1133 7202 39662
2236 4697 1
2679 233 1
3437 7586 1
4938 7060 1
9488 3966 1
2440 172 87745
6155 8030 5283
2198 3107 11137075
758 7388 499076
9256 3110 1
5323 9901 45649
3371 7816 59934
2450 3060 6677285
2486 3356 1
8415 6436 1
7631 3549 52618
8065 6945 4732636
360 4241 1
7722 4829 1
1161 9458 88943
4534 1111 1
4050 2250 5704419
475 8619 18537
1206 9955 9777213
7500 6306 11515144
5238 1094 11092590
5386 1820 6627
109 9899 17429902
961 6776 58035
9071 8952 1
5561 3584 1
2010 1883 12584
3932 3897 28561
7454 9239 1
3618 7941 1
4112 2037 1
3754 1870 1
439 6924 9683944
960 7079 21889
7768 7923 34105
3488 8598 15808035
8392 5235 17328214
7937 9188 1
7314 3584 1
203 5379 14700904
99 8991 56854
3716 1840 15816193
7785 5724 1
1516 8805 4258
6580 238 4994360
8022 2060 4186262
4917 3486 10205487
4067 8406 1
8973 954 64087
4800 6170 74424
5850 5796 4590810
2824 8956 23642
5520 8568 2605292
5042 348 9027223
6872 3261 49653
5404 5131 4212666
6066 3916 6303
9141 897 1
9358 694 1087158
9403 6678 67482
8179 6923 1
2602 8564 67633
1108 494 1
2238 1965 1
6189 8100 1
3288 1617 59608
7521 8391 1
4464 1658 1279412
7642 4130 92214
8875 4898 10908368
9652 4666 626682
3813 6864 39415
7209 1448 1
278 435 9426578
9405 7520 1
1819 6168 406930
5534 397 1
7065 1788 1313
6895 4795 14469
9109 6750 8137
4734 4530 1
3127 4843 4361229
4489 8586 1
6438 5081 1
8191 9933 1
2519 10047 24933
3915 5076 88377
5598 7631 4169
2607 7549 32886
2157 1436 1
7834 4116 5890146
8371 6156 1
109 6197 91915
9786 1510 14136340
1853 5855 10432978
5568 4074 12182266
8237 1247 1
7 8702 11943514
3969 5080 13481391
7187 8383 46938
3817 1683 304
1898 8247 1
6801 5548 1
8370 579 1
8541 6397 91160
932 1914 7441979
211 5031 18669
3795 3514 92406
3421 315 12255992
8521 2874 94264
3032 5054 11291642
7162 6536 81631
8670 674 11285
4751 1171 1
2748 8152 11369285
3961 6773 1
9726 3925 1
1764 5230 10431741
96 2181 83896
7320 4866 1
6413 337 4679
3428 4782 67534
939 4385 1
7583 5612 73880
9368 8019 1
9450 6185 8923318
3003 8524 2175336
9076 3929 1
7891 6723 2594
761 3176 23336
2024 2462 1
5059 8886 38371
7552 1775 1901908
6928 7310 9083892
3956 597 1
4962 4901 1
7596 3973 27
154 1641 16014021
1255 862 5745
7867 2567 7776240
4147 449 3370147
1499 25 7774320
6068 7152 77886
861 8429 1
784 7000 3863372
7372 7844 1
2727 433 1
4986 2666 84061
1057 7446 76186
5917 3690 76883
8356 9100 1
9482 8902 1
8508 6090 1
475 7828 82472
3477 103 1
4139 4432 93841
9228 8438 2147835
2235 2622 1
6702 2169 8875204
8956 5270 29109
4812 906 1
3699 8516 12202
9215 4284 1
4854 1628 1
5792 6372 1
9363 3839 3601364
923 8954 1
9863 607 7115201
334 3050 1
7342 8898 58118
9216 8817 72977
7365 6721 20731
3003 8781 42595
1131 1379 1
2290 9774 1
6042 8527 1
1827 6803 1680195
2499 2460 80640
4632 2071 3108170
7942 4140 1
9712 6906 1
2624 3479 1
5995 6649 1
1478 1372 1
9344 7228 1
1923 9285 13066631
9961 7427 1374639
3695 1552 1
4018 6671 1
9767 3949 1420329
623 7372 97127
7403 2242 1
1663 10032 1
1702 2377 1
5719 9286 6684
3322 9318 63986
2232 4841 26844
8098 5383 1
1152 5230 41238
6892 7384 61539
6237 7007 7330766
9482 852 1
9592 5700 79054
5903 1599 1
796 8749 6220654
362 9132 23040
7968 8822 4188492
4027 5179 11427850
9133 1172 34702
2695 9322 202905
3244 1111 1
9807 9236 1587512
2029 1121 1806830
3508 6894 1
5425 1123 66415
4152 4012 2023018
6077 5165 3449839
3344 3359 1
1431 6488 60787
5279 3768 1
1001 896 13704124
7178 9847 1
2041 8716 1
2294 6457 1
547 6776 1539280
3413 8535 1
1804 9406 1
2387 1304 3091549
4026 6194 1
3997 5220 1
4533 8213 1
3711 2140 20657
7929 400 1603
5269 4366 13304187
9482 3036 3924620
8764 3595 1000031
1587 9085 1
342 7984 1
6793 3241 88005
6520 4841 1
7272 880 13494154
7049 1154 49338
907 6772 1
7521 9616 8162718
3061 9434 1
4915 8717 1
3821 7227 1
804 2664 1
7696 4131 1
2221 6401 2733382
6107 212 11110802
9805 3572 1
5255 2030 13124981
5437 2821 9535652
7965 378 1
4990 1484 84751
9239 2741 11483
4634 5075 1
3396 6907 2023
2871 3771 3134312
310 3347 1
2996 2774 568789
8807 4785 39091
3274 4547 75218
718 6654 1
8729 5793 5117818
2464 583 2806485
9850 1230 1
2710 5880 1
4637 10048 6577095
8578 3734 66391
5476 249 4091964
8381 1088 13191
9945 9259 31816
7856 2479 1
6711 2047 19817
7766 3457 11152
1180 9292 2176037
4035 6526 1
5667 3473 13387599
8176 6298 870516
6954 8818 14559531
6046 763 1
3494 211 1
6542 7020 12755
5930 9277 74806
4473 4191 1
863 4209 51771
6217 568 10988939
9598 4983 11177028
8060 8995 1
7643 1306 1
499 5049 49875
7984 9224 5145501
3994 9193 1
3025 1450 11523647
40 5697 1
9794 7300 6685936
5734 9535 25485
8809 8364 278501
7200 2222 1
1024 4379 9525145
9072 9390 1
2594 6487 4151561
1225 3246 94851
2854 295 1
9938 2534 4295
3317 5398 2215613
7774 9951 1
4683 2211 1
595 9193 1
1495 7454 10872879
6081 5604 1
4019 9073 1
4791 1966 1
2880 5401 1
8000 6810 1
3880 4994 1
4851 8390 35477
2886 4898 8347543
7217 4447 53003
4351 1359 15246936
6784 9328 1
3119 3873 2205925
2810 8428 1
1052 9483 4862510
7365 7303 30882
1889 519 75934
721 408 1
5592 3196 1
6850 9686 52870
1101 7169 1
1081 2264 3154109
4901 7578 70086
8311 6552 1
6750 1884 13096188
2410 10042 1
1541 3584 1
4166 2478 11574310
9499 2964 7141159
4301 4870 1
915 6094 2185120
2804 5245 10965174
7396 4675 13596941
3249 5856 1
4841 1648 1
3613 3542 6511269
703 9246 1
3684 1293 1
7517 9455 89465
1912 7678 1
8777 5305 1
4345 2745 2355585
8462 3377 54344
3275 727 13369516
1378 9866 4205173
3503 5893 26321
6275 6041 1
2055 1163 10885275
4763 1058 1
90 3839 29020
8979 913 2628841
7821 1190 1
2572 1670 53186
868 1732 23088
7407 3394 1
2464 3396 1984237
6156 7369 2414841
2408 5538 2467782
2229 5913 7994515
5053 4782 6614876
2514 7982 85919
8650 5686 2630971
5265 3853 87850
5184 1591 5905111
8025 7117 1
3117 6204 1
4298 582 9072558
3659 5702 3787724
3294 3960 8581092
3363 6450 67349
1196 1102 1
6646 202 1
8990 8764 3986393
3622 468 6084007
640 493 9531831
3859 1101 8413033
9441 3101 1
7346 9082 2248899
218 7926 9047207
6097 191 1
2143 6593 4630868
1596 7577 1
7258 1090 1
9607 2981 82341
8148 4146 3946336
7495 4895 1
10078 7741 1
9064 8949 3018240
2046 146 1
2434 5384 5011813
3635 759 1
9502 243 36178
4709 5256 12021867
8939 3074 1
6567 7862 5640009
9183 9688 13169107
3858 6859 2279820
7042 4651 9971388
6241 1335 11314149
8532 7844 1
3045 718 24563
737 5429 76750
6915 9266 13236191
682 225 2951086
7416 1283 3062
7029 2714 1
6660 4351 2401997
7124 8948 37476
4109 3318 75035
7788 6489 1
393 8657 17852
8469 8586 1
4831 3275 1
5238 6969 2806132
9320 6184 1
5927 6801 1
8284 9806 1
9751 732 1
41 4337 1
5471 10066 86012
1526 3445 1
8856 6749 4731446
9502 6056 44073
9134 198 34882
5478 2955 1
7705 2555 3053906
177 8880 91914
2321 4780 10713239
1230 163 16321954
5575 733 1
5059 8013 4681837
2293 464 1
2495 4704 1
2647 2426 30034
3991 7199 1
8829 2527 1
8290 3572 9073
3976 7228 1
434 1199 1
6944 4435 1
7112 4483 33788
6492 6298 1
4269 202 1
1274 3178 18855
7653 8385 1
9119 7689 46308
6928 1745 9047511
307 3767 408
9475 6684 15799583
8767 8 51957
186 3351 1
2469 6672 1
4384 2656 3424907
5297 8704 9330474
1338 4297 3443198
7601 8623 4683394
6736 2295 69231
87 4600 1
6529 4272 61406
5361 9873 5240941
3862 362 25888
7705 6008 1
3521 3617 1
10063 8662 1
4162 4232 95401
409 7306 1
5197 7456 1
1740 844 14322533
3603 9360 1
8295 1857 16650242
528 5845 2327
6555 8960 1
1625 7845 1
1908 5008 9489
1438 8079 1
3112 7917 1290867
5436 5502 1
4107 3207 4384322
1012 3669 75862
146 2883 4509366
3711 2066 1464424
120 4412 2755
4689 3276 762585
3671 8067 68732
9220 4944 14085740
5736 2260 9077352
8640 4527 6785646
6700 842 1
2021 2765 66488
5643 644 1747848
1670 9039 4090090
6259 9197 1064164
1676 7485 8353588
7449 9804 6845
